Delta Power,Theta Power,Alpha Power,Beta Power,Gamma Power,Class,Rdelta,Rtheta,Ralpha,Rbeta,Rgamma,,(Theta+alpha)/beta,Alpha/beta,(Theta+alpha)/(alpha+beta),Theta/beta,,rdelta,rtheta,ralpha,rbeta
12341.788,2051.956,1212.714,1506.415,321.715,1,0.707891004,0.117694551,0.069557939,0.08640382,0.018452687,,1.591003901,0.805033142,0.917461951,1.362145226,,,0.430081627,0.254179919,0.315738454
18600.815,1971.552,748.043,1227.204,295.638,1,0.814280515,0.086307851,0.032746782,0.053722824,0.012942028,,1.379418347,0.609550653,0.850203954,1.606539744,,,0.499531899,0.189531567,0.310936534
12016.546,2157.252,810.527,1203.625,282.836,1,0.729567247,0.130974442,0.049209977,0.073076355,0.01717198,,1.375721983,0.673404923,0.883037076,1.792295773,,,0.517152498,0.194305562,0.288541939
14224.99,2126.985,892.474,1493.152,364.236,1,0.744692251,0.111349762,0.046721894,0.078167979,0.019068114,,1.419595813,0.597711419,0.83407313,1.424493287,,,0.471342422,0.197773307,0.330884271
10848.329,1944.229,742.65,1275.751,244.515,1,0.720557121,0.129137681,0.049327573,0.084736688,0.016240937,,1.381976609,0.582127704,0.834439655,1.523987831,,,0.490641064,0.18741341,0.321945526
10283.615,1992.821,754.419,1153.343,237.606,1,0.713060239,0.138181118,0.052311001,0.079972173,0.01647547,,1.378568371,0.654115038,0.87320305,1.727864998,,,0.51090337,0.193411857,0.295684773
11608.682,1586.02,656.854,1249.07,274.763,1,0.755017125,0.103153162,0.042721131,0.08123827,0.017870312,,1.414152407,0.525874451,0.791112099,1.269760702,,,0.454193996,0.188105537,0.357700467
11729.977,1583.382,781.105,1476.491,355.645,1,0.736502267,0.099417453,0.049044052,0.092705976,0.022330253,,1.493314311,0.529027945,0.772740241,1.072395294,,,0.412234072,0.203360967,0.384404961
14661.317,1749.83,887.899,1527.669,262.922,1,0.768024924,0.09166387,0.046512094,0.08002609,0.013773023,,1.507420149,0.581211637,0.80479933,1.145424827,,,0.420087108,0.213160663,0.366752229
16628.961,1780.035,940.951,1688.448,404.156,1,0.775512251,0.083014143,0.043882419,0.07874287,0.018848317,,1.528613763,0.557287521,0.784488781,1.054243305,,,0.403687866,0.213394962,0.382917173
12110.967,1959.123,835.46,1515.005,289.034,1,0.724791436,0.117245433,0.049998836,0.090666802,0.017297493,,1.426445915,0.551456926,0.804398399,1.293146227,,,0.454596356,0.193860759,0.351542885
14044.659,1749.287,1164.982,2775.194,592.647,1,0.690943996,0.086058291,0.057312699,0.136529027,0.029155986,,1.665975337,0.419783986,0.644111225,0.630329627,,,0.307460827,0.204761328,0.487777845
14150.98,1797.03,814.148,1622.079,387.231,1,0.753855799,0.095731991,0.043371568,0.086411942,0.020628701,,1.45305198,0.501916368,0.763701303,1.107856029,,,0.42450293,0.192321893,0.383175177
13498.384,1962.834,864.85,2148.454,386.713,1,0.715668089,0.104067098,0.045853307,0.113908448,0.020503058,,1.44061291,0.402545272,0.687785434,0.913602991,,,0.39444927,0.17379944,0.43175129
21721.303,2343.322,1343.797,2807.996,509.967,1,0.756144673,0.081573856,0.046779189,0.097749717,0.017752564,,1.573458108,0.478560867,0.715762257,0.834517571,,,0.360782219,0.206893488,0.432324293
13775.419,1972.399,718.746,1337.388,238.198,1,0.763513162,0.109321727,0.039837048,0.074125756,0.013202307,,1.364401929,0.53742519,0.813087066,1.47481434,,,0.489607259,0.17841383,0.331978911
9481.595,1709.303,1005.992,1888.117,400.024,1,0.654578855,0.118004787,0.069450455,0.130349531,0.027616372,,1.588539305,0.532801728,0.754789544,0.905295064,,,0.371312192,0.218531819,0.410155989
17380.393,2252.012,1355.914,2120.874,409.775,1,0.738994713,0.095753011,0.057651934,0.090177171,0.017423171,,1.602090042,0.639318507,0.825067473,1.061832056,,,0.393103617,0.236683773,0.37021261
10420.688,1823.297,808.713,1530.559,306.489,1,0.699856666,0.122453197,0.054313418,0.102792821,0.020583897,,1.443544305,0.52837754,0.78477132,1.191262147,,,0.438022048,0.194282185,0.367695767
10378.276,2028.534,914.6,1428.669,290.134,1,0.690035174,0.134874021,0.060810309,0.094989945,0.019290551,,1.450867474,0.640176276,0.851304942,1.419876822,,,0.464003982,0.209204303,0.326791715
21112.6,1933.21,1036.942,2242.859,455.773,1,0.788331178,0.072184843,0.038718761,0.083746942,0.017018277,,1.536383528,0.462330445,0.711231543,0.861940051,,,0.370843261,0.198914217,0.430242522
18833.965,2310.319,925.887,1777.813,352.871,1,0.778235521,0.095464354,0.038258442,0.073460752,0.014580931,,1.40076154,0.520801119,0.791609958,1.299528691,,,0.460771888,0.184659651,0.354568461
16561.858,2275.829,1090.205,2062.34,428.273,1,0.738758361,0.101515645,0.048629692,0.091992753,0.019103549,,1.47903643,0.528625251,0.77591122,1.103517849,,,0.419246905,0.200834541,0.379918554
14860.419,2154.104,791.841,1614.365,397.659,1,0.749829855,0.10869219,0.039954864,0.081457937,0.020065154,,1.367596458,0.490496883,0.781735235,1.334335172,,,0.472359116,0.173637538,0.354003346
12842.378,1842.678,745.937,1598.877,318.191,1,0.740277429,0.106218095,0.042998292,0.092164594,0.018341589,,1.404811367,0.466538076,0.752164356,1.152482649,,,0.440043348,0.178134549,0.381822103
13088.986,2008.847,1434.334,2204.43,417.642,1,0.683346699,0.104877411,0.074883372,0.115088362,0.021804155,,1.714008583,0.650659808,0.817221607,0.911277292,,,0.355698542,0.253971812,0.390329646
9513.335,2122.327,874.884,1455.31,318.671,1,0.6659888,0.148575238,0.06124697,0.101880167,0.022308824,,1.412228653,0.601166762,0.837762747,1.458333276,,,0.476657381,0.19649183,0.326850789
11083.166,1965.07,856.815,1711.544,345.691,1,0.694334508,0.123107054,0.053677462,0.107224241,0.021656735,,1.436022635,0.500609391,0.76752278,1.148127071,,,0.433462176,0.18899932,0.377538503
9299.804,1631.827,675.607,1593.381,322.62,1,0.687690575,0.120668355,0.049958963,0.117825397,0.023856711,,1.414018765,0.424008445,0.715437268,1.024128567,,,0.418329759,0.173196371,0.40847387
13191.619,2091.489,1151.387,2146.334,505.035,1,0.69117222,0.109583145,0.06032669,0.112456738,0.026461207,,1.550510665,0.536443536,0.765222144,0.974447127,,,0.388088236,0.213646713,0.398265052
11137.758,1981.643,1072.246,2029.994,433.026,1,0.668746964,0.118984246,0.064381113,0.121887396,0.02600028,,1.541089389,0.528201561,0.761257561,0.976181703,,,0.389789261,0.210910833,0.399299905
10648.203,1854.782,716.674,1341.969,272.597,1,0.717813233,0.125033967,0.048312197,0.090464382,0.018376221,,1.386392579,0.534046614,0.804396714,1.382134759,,,0.473953634,0.183132167,0.342914199
8731.191,2160.656,1266.939,3472.126,742.325,1,0.533259917,0.131962666,0.077378652,0.21206106,0.045337706,,1.586367751,0.364888544,0.608508371,0.622286173,,,0.313151213,0.183621773,0.503227015
15910.957,1994.731,788.527,1760.716,330.51,1,0.765485659,0.095967702,0.037936506,0.0847091,0.015901034,,1.395304931,0.447844513,0.741125624,1.132908998,,,0.438983806,0.173532463,0.387483731
10952.869,1679.465,888.232,1517.336,334.152,1,0.712518249,0.10925443,0.057782259,0.098707434,0.021737629,,1.528877946,0.585389129,0.80320827,1.106851086,,,0.411126422,0.217435698,0.371437881
9297.647,1683.725,979.064,1948.877,403.102,1,0.649621116,0.117640873,0.068406625,0.136166887,0.028164499,,1.581486882,0.502373418,0.733025253,0.863946262,,,0.365101245,0.212301585,0.42259717
12093.094,1852.23,806.051,1669.526,369.867,1,0.720222803,0.110312405,0.048005606,0.099431187,0.022027998,,1.435178677,0.482802304,0.754816915,1.109434654,,,0.427983503,0.186249294,0.385767203
7732.468,1545.417,838.78,1618.616,335.213,1,0.640609075,0.128032622,0.069490114,0.134096914,0.027771274,,1.542753186,0.518208148,0.753531016,0.954776797,,,0.386082737,0.209547636,0.404369627
10883.751,1924.926,997.276,1809.767,371.564,1,0.680775484,0.120403566,0.062379326,0.113200404,0.023241221,,1.518085371,0.551052152,0.782447714,1.063631948,,,0.40679176,0.21075286,0.38245538
18445.274,2390.798,989.301,1780.8,385.507,1,0.768819607,0.099651129,0.04123517,0.074225732,0.016068362,,1.41379531,0.555537399,0.810264795,1.342541554,,,0.463252236,0.191691603,0.345056162
12823.306,2038.946,1132.712,2340.84,490.37,1,0.681142435,0.10830379,0.060166872,0.124339656,0.026047247,,1.555538008,0.483891253,0.724158212,0.871031766,,,0.36987696,0.205480709,0.424642331
9594.9,2175.484,1038.403,1846.133,400.285,1,0.63731447,0.144500457,0.068973023,0.122624235,0.026587815,,1.477320449,0.562474643,0.799152928,1.178400473,,,0.42993585,0.205217173,0.364846977
14991.617,1997.14,1232.722,1911.518,472.315,1,0.727560786,0.096923551,0.059825447,0.092768214,0.022922002,,1.617243658,0.644891652,0.826335279,1.044792673,,,0.388444348,0.23976481,0.371790842
14329.611,2127.356,1043.949,1758.294,358.958,1,0.730425542,0.108438056,0.053213379,0.0896258,0.018297223,,1.490726047,0.593728353,0.816158172,1.209897776,,,0.431547475,0.211771586,0.356680939
13340.761,1837.415,828.807,1307.252,338.215,1,0.755745576,0.104088384,0.046951386,0.07405499,0.019159663,,1.451072295,0.634007062,0.847855115,1.405555318,,,0.46242029,0.208584981,0.328994729
11362.03,1770.367,869.782,1419.565,341.729,1,0.720782153,0.112308182,0.055177054,0.090054076,0.021678535,,1.491300391,0.612710232,0.827650558,1.247119364,,,0.436081704,0.214247112,0.349671184
14630.364,1850.183,1189.901,1867.333,340.943,1,0.735981042,0.093073529,0.059858017,0.093936261,0.017151151,,1.643126112,0.6372195,0.817772943,0.990815778,,,0.377017686,0.242469918,0.380512396
7191.587,2272.214,882.79,1556.813,392.882,2,0.584858469,0.184788643,0.071793223,0.126608392,0.031951274,,1.388515342,0.567049479,0.823970163,1.459529179,,,0.482237319,0.187356597,0.330406083
5835.637,1587.915,665.748,1307.014,257.542,2,0.604487678,0.164485051,0.068961874,0.135387766,0.02667763,,1.419259217,0.509365623,0.77848645,1.214918126,,,0.445958732,0.186972309,0.367068959
6019.844,2774.115,843.34,1532.31,333.941,2,0.523303154,0.241152948,0.073311282,0.133203229,0.029029387,,1.304003259,0.550371661,0.840013468,1.810413689,,,0.538687688,0.163762812,0.2975495
5539.57,1509.265,616.657,1318.664,250.473,2,0.599869253,0.163435369,0.066776586,0.142795558,0.027123234,,1.408580998,0.4676377,0.751759326,1.14454099,,,0.438155703,0.179022094,0.382822203
6421.807,1840.989,777.407,1664.206,339.173,2,0.581496746,0.166702162,0.070394461,0.150694403,0.030712227,,1.422276831,0.467133876,0.747004375,1.106226633,,,0.429876276,0.181526791,0.388596932
6332.354,1771.252,743.926,1393.379,329.588,2,0.599059136,0.167565599,0.070377567,0.131817713,0.031179985,,1.42000009,0.533900683,0.794777653,1.271191829,,,0.453172872,0.190332647,0.356494481
6730.525,1939.282,1049.469,2315.782,547.819,2,0.534895557,0.154120715,0.083404535,0.18404233,0.043536864,,1.541163688,0.453181258,0.702398601,0.83741993,,,0.365589582,0.197843806,0.436566612
7736.935,1961.814,1444.576,2614.693,636.774,2,0.537481542,0.136286374,0.100354073,0.181641596,0.044236416,,1.736347075,0.552483982,0.744320942,0.750303764,,,0.325824108,0.239919629,0.434256263
6554.817,1773.218,733.571,1211.003,294.955,2,0.62027701,0.167798179,0.069417228,0.114596231,0.027911352,,1.413694763,0.605754899,0.84001453,1.464255662,,,0.476954601,0.197313621,0.325731778
6788.451,1572.495,853.574,1382.343,289.101,2,0.623596679,0.144451608,0.078410511,0.126983977,0.026557225,,1.54281508,0.617483504,0.82104975,1.137557755,,,0.412900442,0.224128587,0.362970971
10043.317,2288.412,1249.191,2899.692,584.918,2,0.588514801,0.134095572,0.07319966,0.169915145,0.034274822,,1.545876791,0.430801271,0.681868174,0.789191404,,,0.355492796,0.194055267,0.450451937
8383.176,2236.909,1010.963,1373.772,322.446,2,0.629024438,0.167844553,0.075856744,0.103079806,0.02419446,,1.451946414,0.735903047,0.899517847,1.628297126,,,0.484007206,0.218745321,0.297247473
6409.905,2295.215,772.879,1129.516,273.18,2,0.589108049,0.210943786,0.071032135,0.103809178,0.025106852,,1.336734903,0.684256797,0.89586423,2.032034075,,,0.546790912,0.184123585,0.269085503
7355.729,1723.383,1130.479,1863.844,348.885,2,0.592138103,0.138732781,0.091003854,0.150039928,0.028085333,,1.655965041,0.606530911,0.795562143,0.924639079,,,0.365301059,0.239624724,0.395074216
10753.815,2088.728,1026.167,1381.569,317.305,2,0.690782526,0.134171622,0.065916908,0.088746526,0.020382418,,1.491287999,0.742754795,0.89758744,1.511852104,,,0.464526793,0.228216439,0.307256769
7960.077,2008.851,1076.706,3660.35,875.836,2,0.510856691,0.128922745,0.069100144,0.234911583,0.056208838,,1.535981016,0.294153838,0.544266644,0.548813911,,,0.297788125,0.159608782,0.542603093
7163.355,2114.318,1115.693,2758.62,665.586,2,0.51842357,0.153016608,0.080744504,0.199645784,0.048169534,,1.527684577,0.404438814,0.662846726,0.766440467,,,0.353055314,0.186301844,0.460642841
7852.895,2256.471,954.6,2086.503,390.713,2,0.579926848,0.166637669,0.070496062,0.154085736,0.028853685,,1.423049975,0.457511923,0.739371454,1.081460702,,,0.425944215,0.18019569,0.393860095
5466.329,1664.076,773.922,1406.543,272.583,2,0.570392425,0.173640545,0.08075607,0.146767872,0.028443088,,1.465076114,0.55022989,0.793976068,1.183096429,,,0.432841268,0.201304135,0.365854597
6655.344,1680.472,818.582,1251.462,285.546,2,0.62249474,0.157179701,0.076564486,0.11705308,0.026707993,,1.487114335,0.654100564,0.85235684,1.342807053,,,0.448064213,0.218258501,0.333677286
8069.996,2562.645,1723.374,4142.85,904.236,2,0.463710232,0.147252205,0.099026834,0.238052402,0.051958326,,1.672498142,0.415987545,0.639180105,0.618570549,,,0.304031893,0.204460883,0.491507224
10199.153,1923.568,833.011,1844.845,369.654,2,0.672313625,0.12679886,0.054910898,0.121609552,0.024367065,,1.433055135,0.451534411,0.73149599,1.042671878,,,0.418037547,0.181033306,0.400929147
8333.006,2366.457,1183.443,2409.806,488.729,2,0.563747878,0.160096502,0.080062762,0.163029166,0.033063691,,1.500090642,0.491094719,0.743237967,0.982011415,,,0.397076131,0.198574057,0.404349812
9480.572,1909.971,1116.989,2017.411,425.207,2,0.634145611,0.127755976,0.074714234,0.134942526,0.028441654,,1.584819874,0.553674487,0.770732259,0.946743623,,,0.378634125,0.221432761,0.399933114
5989.819,1989.249,981.187,2142.574,494.146,2,0.516498397,0.171531714,0.08460715,0.184752834,0.042609905,,1.493244938,0.457947777,0.718916565,0.928438878,,,0.389056348,0.191900075,0.419043577
7196.796,1734.911,959.322,1453.115,399.772,2,0.612810582,0.147728492,0.081686722,0.123733429,0.034040775,,1.552951708,0.660183124,0.845110109,1.193925464,,,0.418318164,0.231309743,0.350372093
6631.842,1278.976,685.99,1155.038,288.367,2,0.660528019,0.127385345,0.068324248,0.115041185,0.028721203,,1.536358775,0.593911196,0.807294453,1.107302097,,,0.40992768,0.219868308,0.370204013
6678.285,1968.792,1026.164,1627.157,354.124,2,0.573020927,0.168929451,0.08804857,0.139615936,0.030385116,,1.521215039,0.630648425,0.832869432,1.209958228,,,0.425950642,0.222011881,0.352037477
7741.693,2165.552,890.414,2580.922,564.191,2,0.555247766,0.155317178,0.06386205,0.185108241,0.040464766,,1.41117184,0.344998415,0.643839195,0.83906139,,,0.384175098,0.157961982,0.45786292
6650.245,1264.171,659.606,1476.519,323.459,2,0.641049258,0.121859553,0.06358261,0.142328803,0.031179776,,1.521769602,0.446730452,0.70193163,0.856183361,,,0.371782633,0.193984877,0.43423249
7962.312,2488.556,955.114,1665.791,419.924,2,0.590163862,0.184450926,0.070792725,0.123467863,0.031124624,,1.383802494,0.573369648,0.828931719,1.493918505,,,0.487048634,0.186930481,0.326020886
6314.148,1613.362,1136.566,2119.4,560.102,2,0.537668162,0.137382491,0.096781918,0.180473106,0.047694323,,1.70447054,0.536267812,0.736700599,0.761235255,,,0.331331551,0.233413317,0.435255132
7064.449,1309.838,644.13,1365.667,328.381,2,0.659460638,0.122272325,0.060129018,0.127483917,0.030654102,,1.491763104,0.471659636,0.730317454,0.95911961,,,0.394572897,0.194036393,0.41139071
11628.231,1955.411,706.255,1413.484,275.791,2,0.727711736,0.122372486,0.044198473,0.0884579,0.017259405,,1.361179824,0.499655461,0.790070928,1.383398043,,,0.479837797,0.173307731,0.346854472
8430.83,2052.274,1340.503,4764.571,1148.424,2,0.475335129,0.115708409,0.075578344,0.268629301,0.064748817,,1.653179351,0.2813481,0.497704877,0.430736366,,,0.251585932,0.164330736,0.584083332
6033.026,2133.153,1711.637,4443.807,1018.316,2,0.393288787,0.139058767,0.111580431,0.289688701,0.066383315,,1.802397671,0.385173569,0.584584671,0.480028273,,,0.257359961,0.206505033,0.536135006
10180.32,2652.601,1449.859,3169.863,742.36,2,0.559511862,0.145787335,0.079684461,0.17421613,0.040800213,,1.54658013,0.457388537,0.704591733,0.836818815,,,0.364752913,0.199366695,0.435880392
7703.45,2954.392,1085.99,3067.992,667.361,2,0.49766509,0.190862245,0.070158086,0.198201133,0.043113446,,1.367584938,0.353974195,0.670894118,0.962972524,,,0.41562135,0.152776148,0.431602502
8468.287,2304.01,1849.741,4794.192,1267.177,2,0.453251754,0.123318515,0.09900448,0.256601593,0.067823658,,1.802835491,0.385829562,0.585183544,0.480583589,,,0.257490465,0.206722484,0.535787052
7874.938,1611.609,805.923,1652.203,396.048,2,0.638126249,0.130592775,0.06530599,0.13388221,0.032092776,,1.500073529,0.487786912,0.740708105,0.97543038,,,0.395998511,0.198028373,0.405973116
8048.284,1399.938,731.448,1081.164,240.04,2,0.699797598,0.121724488,0.06359934,0.094007116,0.020871457,,1.522485996,0.67653751,0.859048117,1.294843336,,,0.435771583,0.22768455,0.336543867
7586.89,1953.372,703.546,1468.12,297.291,2,0.631755487,0.162656039,0.058583826,0.122249415,0.024755232,,1.360170003,0.479215595,0.776537838,1.330526115,,,0.473540365,0.170555035,0.3559046
10649.517,2301.515,982.66,1377.996,323.593,2,0.681120921,0.147200105,0.062848886,0.088133753,0.020696334,,1.42696224,0.713108021,0.892557462,1.670189899,,,0.493657354,0.21077305,0.295569596
8865.14,2252.699,1060.799,2939.744,639.926,2,0.562569281,0.142953101,0.067316808,0.186552008,0.040608801,,1.47090135,0.360847407,0.638138541,0.766290874,,,0.360244974,0.169639844,0.470115182
8411.6,1710.124,605.748,1185.181,264.597,2,0.690763514,0.140435977,0.049744236,0.097327475,0.021728798,,1.354212911,0.51110168,0.799871516,1.44292222,,,0.4884599,0.173018803,0.338521296
6872.147,1521.972,548.069,991.744,273.317,2,0.673261424,0.149106973,0.053694095,0.097160753,0.026776754,,1.360104522,0.552631526,0.823498359,1.534642004,,,0.497086503,0.179003098,0.323910399
6035.028,1877.285,1168.221,2713.531,536.254,2,0.489446218,0.152249508,0.094743778,0.220069813,0.043490683,,1.622292832,0.430516917,0.663390996,0.691823679,,,0.325972033,0.20285006,0.471177907
7591.651,2680.719,1693.484,3601.325,811.199,2,0.463516656,0.163674266,0.10339754,0.219882885,0.049528653,,1.631727533,0.470239148,0.696302509,0.744370197,,,0.33611806,0.212335033,0.451546907
6827.659,1859.165,973.511,2237.6,591.242,2,0.546686063,0.148862091,0.077948371,0.179163127,0.047340349,,1.52362808,0.435069271,0.69144215,0.830874598,,,0.36667925,0.192003552,0.441317199
12603.46,2281.96,1425.763,3609.984,922.062,2,0.604678862,0.109482077,0.068404133,0.173196965,0.044237963,,1.624797542,0.39494995,0.62928687,0.632124685,,,0.311840854,0.194837399,0.493321747
9566.388,2079.612,1089.348,1941.121,405.9,2,0.63427622,0.137883644,0.072226585,0.128701333,0.026912218,,1.523822713,0.561195309,0.788154797,1.071345887,,,0.406962629,0.213176269,0.379861102
7499.961,2441.098,1254.274,3541.976,834.869,2,0.481625692,0.156760217,0.08054583,0.227455402,0.05361286,,1.513815504,0.354117024,0.617637689,0.689191005,,,0.337291781,0.173305747,0.489402472
7201.487,2442.077,1750.125,4790.397,969.511,2,0.419823726,0.142365301,0.102026706,0.279264868,0.056519399,,1.716654307,0.365340284,0.579635959,0.509785932,,,0.27186753,0.194835036,0.533297434
6681.122,1930.736,896.421,1580.316,358.377,2,0.583658456,0.168667836,0.078310753,0.138055374,0.031307581,,1.464289784,0.567241615,0.805216499,1.221740462,,,0.438059632,0.203386612,0.358553756
7930.684,1670.937,767.768,1421.355,296.237,2,0.656134398,0.138242709,0.063520245,0.117593881,0.024508767,,1.459483511,0.54016625,0.788639947,1.175594415,,,0.432878504,0.198900535,0.36822096
10369.097,2009.127,1251.803,2300.152,450.779,2,0.632996983,0.122650153,0.07641818,0.140416208,0.027518476,,1.623058174,0.544226208,0.756722876,0.873475753,,,0.36128347,0.225100619,0.413615911
10682.348,2685.415,2080.238,5581.915,1384.579,2,0.47658214,0.119807071,0.092807712,0.249031486,0.06177159,,1.774643025,0.372674611,0.576444027,0.481092062,,,0.259521368,0.201036417,0.539442215
6099.497,2054.518,1403.256,4006.41,831.794,2,0.423709325,0.142719709,0.097478965,0.278310372,0.057781629,,1.683009835,0.35025272,0.570502405,0.512807726,,,0.275250181,0.187998581,0.536751238
9025.859,2796.15,1444.578,3941.284,1039.013,2,0.494652073,0.153239863,0.079168476,0.215997647,0.056941941,,1.516631082,0.366524716,0.629427761,0.709451539,,,0.341743571,0.176555351,0.481701078
5337.116,1881.08,779.42,1462.408,355.677,2,0.543732536,0.191639904,0.079405434,0.148986608,0.036235517,,1.414347077,0.532970279,0.795725901,1.286289462,,,0.456250782,0.189046178,0.35470304
8593.866,2335.089,1165.263,2621.031,571.148,2,0.562190423,0.152756009,0.076228754,0.17146166,0.037363154,,1.499022949,0.444581922,0.706268613,0.890904762,,,0.381464287,0.190359433,0.42817628
10133.371,1652.059,1171.388,2101.22,455.017,2,0.653215695,0.106494756,0.075509821,0.135448498,0.029331231,,1.709047316,0.55747994,0.752261423,0.786237995,,,0.335466134,0.237861362,0.426672504
7005.229,1722.434,1098.773,2740.246,586.777,2,0.532576944,0.130949129,0.083534909,0.208328927,0.044610091,,1.637918782,0.400976044,0.63217775,0.628569114,,,0.309709351,0.197569412,0.492721237
6822.195,1719.794,746.256,1291.182,290.165,2,0.627640393,0.158220658,0.068655383,0.118788451,0.026695114,,1.433921737,0.577963447,0.819020145,1.331953203,,,0.457728988,0.198618557,0.343652455
8695.396,1941.776,887.666,1471.206,289.86,2,0.654482826,0.146153096,0.066812616,0.110734354,0.021817108,,1.457141297,0.603359421,0.829023417,1.319853236,,,0.451507773,0.206402849,0.342089378
11938.381,2844.379,1737.474,4564.488,941.4,2,0.542010119,0.129136622,0.078882429,0.207230669,0.042740161,,1.610844757,0.38065036,0.618428297,0.62315401,,,0.310985453,0.189963834,0.499050713
6432.881,2055.167,1489.733,3875.223,856.295,2,0.437334301,0.139718895,0.101278314,0.263453955,0.058214535,,1.724871993,0.384425103,0.597751581,0.530335157,,,0.276972093,0.200769313,0.522258593
8176.843,2288.996,1752.925,4136.298,1054.124,2,0.469685544,0.131482081,0.100689659,0.237592843,0.060549873,,1.765805183,0.423790791,0.629063977,0.55339243,,,0.279889301,0.214340677,0.505770022
7201.634,2575.471,1421.303,3266.226,844.621,2,0.47041048,0.168229675,0.092839462,0.213349768,0.055170614,,1.551861388,0.435151456,0.684180299,0.788515859,,,0.354601542,0.195690899,0.449707559
6621.638,1931.074,665.31,965.086,211.099,2,0.637050811,0.185783677,0.064007769,0.092848449,0.020309293,,1.344528485,0.689378978,0.896491907,2.000934632,,,0.542212626,0.186807695,0.27097968
7005.1,2631.646,930.929,2554.484,545.422,2,0.512534003,0.192546582,0.068112199,0.186900959,0.039906257,,1.353744007,0.364429372,0.686942865,1.030206492,,,0.430214258,0.152185715,0.417600026
8485.599,1896.589,813.496,1535.643,378.834,2,0.647253607,0.144665577,0.062050802,0.117133802,0.028896213,,1.428925824,0.529742916,0.78959843,1.235045515,,,0.446705253,0.191603419,0.361691328
6624.469,1388.58,769.553,1747.665,339.933,2,0.609415558,0.1277419,0.070794742,0.160775791,0.03127201,,1.554201414,0.4403321,0.688126406,0.794534422,,,0.355517618,0.197028367,0.447454016
9349.649,1501.51,659.499,976.617,198.641,2,0.737010162,0.118360393,0.051986707,0.07698435,0.015658388,,1.439223848,0.675289289,0.872033193,1.537460437,,,0.478549706,0.210190443,0.311259851
9527.072,2580.076,1036.849,2581.271,581.419,2,0.584243262,0.158221961,0.063584283,0.158295244,0.03565525,,1.401867619,0.401681575,0.700771523,0.99953705,,,0.416262409,0.167282383,0.416455207
8636.252,2176.913,1015.6,1982.954,395.963,2,0.607857918,0.153220842,0.071482456,0.139569143,0.027869641,,1.466532195,0.512165184,0.767455546,1.097813162,,,0.420621559,0.196233499,0.383144941
10926.251,1898.52,1088.357,1971.171,375.851,2,0.671964957,0.11675907,0.066934007,0.12122711,0.023114854,,1.573266018,0.552137283,0.771864472,0.963143228,,,0.382916825,0.219513204,0.397569971
8939.296,1830.017,544.552,1033.781,235.923,2,0.710394325,0.145429091,0.043274845,0.082153243,0.018748497,,1.297566635,0.526757601,0.82916777,1.77021729,,,0.536921678,0.159769977,0.303308346
7594.898,1825.734,962.904,2778.443,646.498,2,0.550017066,0.132218347,0.069732817,0.201212849,0.046818921,,1.527406512,0.346562445,0.605675672,0.657106876,,,0.327951758,0.172963893,0.49908435
7122.927,2198.605,1455.984,3599.241,880.4,2,0.466858078,0.14410319,0.095429574,0.23590509,0.057704066,,1.662230824,0.404525287,0.630335645,0.610852399,,,0.303095744,0.200719344,0.496184912
7208.281,2681.397,1672.487,4839.393,880.488,2,0.417096506,0.155155067,0.096775984,0.28002431,0.050948134,,1.623737179,0.345598508,0.578913119,0.554077133,,,0.291669336,0.181925009,0.526405655
5574.944,1660.535,840.774,2031.163,432.275,2,0.528947575,0.157550634,0.079772168,0.192715612,0.041014011,,1.506327178,0.413937237,0.677549735,0.817529169,,,0.366364094,0.185500098,0.448135808
6394.518,1314.646,600.995,962.425,233.346,2,0.672687259,0.138297463,0.063223167,0.101244697,0.024547414,,1.457153485,0.624459049,0.841274163,1.365972413,,,0.456781047,0.208819047,0.334399906
10451.374,2262.264,984.929,1836.377,433.706,2,0.654493273,0.141669083,0.061678915,0.114998888,0.027159841,,1.435373148,0.536343572,0.792260898,1.231916976,,,0.445014822,0.193747504,0.361237674
8083.209,1820.236,590.563,795.434,167.682,2,0.705518156,0.158873728,0.051545484,0.069427022,0.01463561,,1.324443094,0.742441233,0.921675517,2.288355791,,,0.567717942,0.184192166,0.248089892
6456.629,1415.212,517.758,631.712,133.516,2,0.705270455,0.154586427,0.056555738,0.069003161,0.014584219,,1.365851901,0.819610835,0.944329149,2.240280381,,,0.551807982,0.201879999,0.246312018
6760.202,1450.851,949.817,2405.836,516.818,2,0.559456165,0.120068533,0.078604305,0.199100527,0.04277047,,1.654661988,0.394797068,0.622468974,0.603054822,,,0.301851616,0.197610779,0.500537605
8656.893,1592.782,617.246,1377.857,327.113,2,0.688591159,0.126693908,0.049097308,0.10959823,0.026019395,,1.387526981,0.44797537,0.743957108,1.155984982,,,0.443933404,0.172036172,0.384030425
6640.306,1716.026,1259.407,2533.558,580.959,2,0.521616062,0.134799017,0.098930218,0.199018621,0.045636081,,1.733909043,0.497090258,0.700170417,0.677318617,,,0.311495517,0.228609377,0.459895106
6738.32,2419.808,1043.458,2560.024,571.466,2,0.505383754,0.181489103,0.07826086,0.192005506,0.042860777,,1.431215204,0.40759696,0.695458401,0.945228638,,,0.401741905,0.173237218,0.425020877
8231.241,2583.829,1960.743,5785.276,1257.471,2,0.415329923,0.130374205,0.098934685,0.291912026,0.063449161,,1.758851689,0.338919526,0.543017682,0.446621561,,,0.250132335,0.189813345,0.56005432
